name,price,main_category,sub_category,,url,image_url,discount
Onions per 250GM,Rs. 45,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/onions-per-250gm/12620422,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689768731784.jpg,23% OFF - Weekend Deal
Potato A Quality per 250GM,Rs. 24,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/potato-a-quality-per-250gm/12620748,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620748-0-M.jpg,16% OFF - Weekend Offer
Tomatoes Per 250GM,Rs. 35,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/tomatoes-per-250gm/12620008,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620008-0-M.jpg,17% off - weekend
Cucumber Per 250GM,Rs. 30,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/cucumber-per-250gm/12620049,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620049-0-M.jpg,22% OFF - Weekend Offer
Potato White A-Grade Per 250GM,Rs. 16,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/potato-white-a-grade-per-250gm-/12620374,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620374-0-M.jpg,14% OFF - Weekend Offer
Spinach Per 250GM,Rs. 8,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/spinach-per-250gm-/12620266,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620266-0-M.jpg,0
Green Cabbage Per 500GM,Rs. 75,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/green-cabbage-per-500gm/12620076,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620076-0-M.jpg,20% OFF - Weekend Offer
Round Aubergines (Baingan) Per 250GM,Rs. 11,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/round-aubergines-(baingan)-per-250gm/12620307,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620307-0-M.jpg,29% OFF - Weekend Deal
Potato Premium per 250GM,Rs. 24,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/potato-premium-per-250gm/12642461,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12642461-0-M.jpg,0
Okra (Bhindi) Per 250GM,Rs. 75,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/okra-(bhindi)-per-250gm-/12620219,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620219-0-M.jpg,26% OFF - Weekend Offer
Cauliflower Per 500GM,Rs. 40,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/cauliflower-per-500gm/12620194,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620194-0-M.jpg,30% OFF - Weekend Offer
Arvi Per 250GM,Rs. 37,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/arvi-per-250gm-/12620316,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620316-0-M.jpg,0
Bottle Gourd Round Per 500GM,Rs. 75,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/bottle-gourd-round-per-500gm/12623295,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623295-0-M.jpg,40% OFF - Weekend Deal
Green Capsicum Per 250GM,Rs. 75,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/green-capsicum-per-250gm/12620078,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620078-0-M.jpg,16% OFF - Weekend Deal
Ginger Per 250GM,Rs. 125,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/ginger-per-250gm/12620146,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620146-0-M.jpg,Best Price
Pumpkin Halwa Kadoo Per 2KG,Rs. 258,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/pumpkin-halwa-kadoo-per-2kg/12620915,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1697018247738.jpg,32% OFF - Weekend Deal
Sweet Potato Per 250GM,Rs. 47,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/sweet-potato-per-250gm/12620510,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689768980700.jpg,0
China Garlic Per 250GM,Rs. 137,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/china-garlic-per-250gm/12620172,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620172-0-M.jpg,23% OFF - Weekend Offer
Beet Root Per 250GM,Rs. 45,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/beet-root-per-250gm/12620485,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620485-0-M.jpg,0
Bittergourd (Karela) Per 250GM,Rs. 22,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/bittergourd-(karela)-per-250gm/12620190,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620190-0-M.jpg,25% OFF - Weekend Offer
Green Chilli Desi Darjja Awal Per 250G,Rs. 35,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/green-chilli-desi-darjja-awal-per-250g/12620354,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1706515357321.jpg,0
Garlic Cleaned Per 250GM,Rs. 100,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/garlic-cleaned-per-250gm/12620598,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620598-0-M.jpg,0
Coriander Per 250GM,Rs. 62,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/coriander-per-250gm/12620026,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620026-0-M.jpg,0
Maro Kadoo Per 250GM,Rs. 24,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/maro-kadoo-per-250gm/12620610,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620610-0-M.jpg,0
Tinda Per 250GM,Rs. 60,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/tinda-per-250gm-/12620310,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620310-0-M.jpg,0
Lemon Per 250GM,Rs. 100,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/lemon-per-250gm/12620035,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689253786122.jpg,0
Peas Per 250GM,Rs. 50,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/peas-per-250gm/12620243,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620243-0-M.jpg,0
Turnip Per 250GM,Rs. 6,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/turnip-per-250gm/12620361,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689767939710.jpg,0
Hybrid Green Chilli Per 250GM,Rs. 37,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/hybrid-green-chilli-per-250gm/12620060,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620060-0-M.jpg,0
Lemon Chinese Per 250GM,Rs. 40,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/lemon-chinese-per-250gm/12620263,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620263-0-M.jpg,0
French Beans Per 250GM,Rs. 70,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/french-beans-per-250gm/12620998,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620998-0-M.jpg,0
Spring Onion Per 250GM,Rs. 75,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/spring-onion-per-250gm/12620251,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689768845185.jpg,0
Iceberg Lettuce Per 250GM,Rs. 137,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/iceberg-lettuce-per-250gm/12620191,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620191-0-M.jpg,0
Mint Leaves Per 250GM,Rs. 87,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/mint-leaves-per-250gm/12620054,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620054-0-M.jpg,0
Ter per 250GM (Kakri),Rs. 37,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/ter-per-250gm-(kakri)-/12622875,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12622875-0-M.jpg,0
Carrot Red A-Grade per 250GM,Rs. 32,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/carrot-red-a-grade-per-250gm-/12640208,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640208-0-M.jpg,0
Red Cabbage Per 250GM,Rs. 87,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/red-cabbage-per-250gm/12620908,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689768444100.jpg,0
Saag Bunch 250GM,Rs. 30,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/saag-bunch-250gm-/12622835,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1697018118078.jpg,0
Green Lettuce Salad Patta Per 250GM,Rs. 299,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/green-lettuce-salad-patta-per-250gm/64124726,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620496-0-M.jpg,
Garlic Desi Per 250GM,Rs. 100,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/garlic-desi-per-250gm/12621651,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689768579100.jpg,0
Orange Carrot per 250GM,Rs. 70,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/orange-carrot-per-250gm/12620262,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620262-0-M.jpg,0
Broccoli Per 250GM,Rs. 225,Fruits And Vegetables,Fresh Vegetables,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/broccoli-per-250gm/12621861,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12621861-0-M.jpg,0
Bananas per Dozen,Rs. 115,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/bananas-per-dozen/12620011,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620011-0-M.jpg,26% OFF - Weekend Deal
Gacha Apple Per 250GM,Rs. 109,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/gacha-apple-per-250gm/12620118,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689767189762.jpg,10% OFF - Weekend Deal
Peaches Per 250GM,Rs. 78,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/peaches-per-250gm/12620124,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620124-0-M.jpg,11% OFF - Weekend Offer
Melon Garma Per 2 KG,Rs. 598,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/melon-garma-per-2-kg/12620105,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620105-0-M.jpg,25% OFF - Weekend Offer
Mitha Per 250GM,Rs. 50,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/mitha-per-250gm/12620714,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689253413027.jpg,25% OFF - Weekend Offer
Pears Per 250GM,Rs. 73,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/pears-per-250gm/12620634,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1691393685986.jpg,18% OFF - Weekend Offer
Sundar Khani Grapes Per 250GM,Rs. 300,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/sundar-khani-grapes-per-250gm/12620145,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1690976307173.jpg,18% OFF - Weekend Deal
Guava Per 250GM,Rs. 47,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/guava-per-250gm/12620149,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620149-0-M.jpg,0
Shinkulu Premium Apple Per 250GM,Rs. 62,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/shinkulu-premium-apple-per-250gm/12620211,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620211-0-M.jpg,0
KalaKulu Apple Per 250GM,Rs. 95,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/kalakulu-apple-per-250gm/12620038,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620038-0-M.jpg,0
Plums Per 250GM,Rs. 120,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/plums-per-250gm/12620175,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Misc/1684926989730.jpg,12% OFF - Weekend Offer
Mango Saroli Per 500GM,Rs. 125,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/mango-saroli-per-500gm/12623626,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Misc/1685686528435.jpg,0
White Pomegranate Per 250GM,Rs. 120,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/white-pomegranate-per-250gm/12621858,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689253050924.jpg,20% OFF - Weekend Offer
Cheeku Per 250GM,Rs. 97,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/cheeku-per-250gm/12620881,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689253565063.jpg,0
GrapeFruit Per 500GM,Rs. 45,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/grapefruit-per-500gm/12620800,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1691393851286.jpg,0
Coconut Per Piece,Rs. 490,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/coconut-per-piece/12620818,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689767373521.jpg,0
Papaya Per KG,Rs. 469,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/papaya-per-kg/12620494,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620494-0-M.jpg,0
Sugar Melon Per KG,Rs. 329,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/sugar-melon-per-kg/12620030,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620030-0-M.jpg,Use code MELON - Get 25% off
Gola Grapes Per 250GM,Rs. 225,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/gola-grapes-per-250gm/12621212,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1689253496576.jpg,0
Khandari Pomegranate Per 250GM,Rs. 300,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/khandari-pomegranate-per-250gm/12620166,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1695308887101.jpg,0
Mussammi Per 250GM,Rs. 17,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/mussammi-per-250gm/12620431,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1697184088567.jpg,24% OFF - Weekend Deal
Grapes Tofi per 250GM,Rs. 175,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/grapes-tofi-per-250gm/12620492,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1697011861773.jpg,0
Oranges (Fruiter) Per 250GM,Rs. 47,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/oranges-(fruiter)-per-250gm/12620602,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1701951396755.jpg,0
Mango (Langra) Per 500GM,Rs. 110,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/mango-(langra)-per-500gm/12620699,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Misc/1685686362186.jpg,Best Price
Persimmon Per 250GM,Rs. 53,Fruits And Vegetables,Fresh Fruits,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/persimmon-per-250gm/12621441,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1697011650269.jpg,0
Rewari 500GM,Rs. 415,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/rewari-500gm/16805472,https://metro-b2c.s3.amazonaws.com/Products/1735716897981.jpg,13% OFF - Online Exclusive Offer
Aseel Dates 1 KG,Rs. 799,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/aseel-dates-1-kg/12628315,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628315-0-M.jpg,25% OFF - Ramzan Special
Fine Life MIX NUTS 250G,Rs. 875,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-mix-nuts-250g/12623928,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623928-0-M.jpg,Best Price
OK Zahidi Dates 1KG,Rs. 739,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/ok-zahidi-dates-1kg/12642885,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12642885-0-M.jpg,19% OFF - Ramzan Special
Fine Life Mix Nuts 500G,"Rs. 1,625",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-mix-nuts-500g/12623141,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623141-0-M.jpg,Best Price
Walnut with Shell 500GM,Rs. 738,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/walnut-with-shell-500gm/12640266,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640266-0-M.jpg,Best Price
Fine Life Almonds American 250GM,"Rs. 1,210",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-almonds-american-250gm/12623143,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623143-0-M.jpg,Best Price
Fine Life Peanut Spicy 500G,Rs. 969,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-peanut-spicy-500g/12623437,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623437-0-M.jpg,Best Price
Fine Life Cashew Nuts 250GM,"Rs. 1,623",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-cashew-nuts-250gm/12623921,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623921-0-M.jpg,Best Price
Fine Life Peanut Salted 500G,Rs. 938,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-peanut-salted-500g/12627713,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12627713-0-M.jpg,Best Price
Raisins Sundar Khani 500GM,"Rs. 1,050",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/raisins-sundar-khani-500gm/12623926,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623926-0-M.jpg,
Rewari 250GM,Rs. 213,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/rewari-250gm/12640269,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640269-0-M.jpg,
Plums Dry 500GM,Rs. 900,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/plums-dry-500gm/12623423,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623423-0-M.jpg,
Fine Life Cashew Nuts Roasted 250G,"Rs. 1,741",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-cashew-nuts-roasted-250g/12623377,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623377-0-M.jpg,Best Price
Fine Life Pistachios without Shell 250G,"Rs. 1,623",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-pistachios-without-shell-250g/12640265,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640265-0-M.jpg,Best Price
Fine Life Almonds American Roasted 250GM,"Rs. 1,298",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-almonds-american-roasted-250gm/12623373,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623373-0-M.jpg,Best Price
Fine Life  Sweet Plum 500GM,Rs. 988,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life--sweet-plum-500gm/12632486,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1700150012321.jpg,8%OFF - Weekend
Fine Life Pistachios W/O Shell 250GM,"Rs. 2,950",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-pistachios-w/o-shell-250gm/12635837,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12635837-0-M.jpg,Best Price
Fine Life Mix Nuts Roasted 250G,Rs. 938,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-mix-nuts-roasted-250g/12623929,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623929-0-M.jpg,Best Price
Apricot with Seed 500G,Rs. 863,Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/apricot-with-seed-500g/12637082,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12637082-0-M.jpg,
Fine Life Almonds American 500GM,"Rs. 2,390",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-almonds-american-500gm/12622881,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12622881-0-M.jpg,Best Price
Fine Life Cashew Nuts Roasted 500G,"Rs. 3,319",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-cashew-nuts-roasted-500g/12623924,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623924-0-M.jpg,Best Price
Fine Life Walnuts without Shell 500GM,"Rs. 2,050",Fruits And Vegetables,Dry Fruits and Nuts,,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-walnuts-without-shell-500gm/12635839,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12635839-0-M.jpg,Best Price
