name,price,main_category,sub_category,,url,image_url,discount
Bubbly Chocolate 13.5g,Rs. 78,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/bubbly-chocolate-13.5g/40633872,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/311687.jpeg,
Opus Square Cream Chocolate Rs.5 40Pc,Rs. 198,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/opus-square-cream-chocolate-rs.5-40pc/40633870,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/300565.jpeg,
Cadbury Dairy Milk Chocolate 12.5g,Rs. 49,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/cadbury-dairy-milk-chocolate-12.5g/40633867,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/294309.jpeg,
Hilal Cup Kake Chocolate Rs.20 Box,Rs. 205,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/hilal-cup-kake-chocolate-rs.20-box/35434943,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1756724598408.jpg,11% OFF
Olmec White Chocolate 2Kg,"Rs. 2,530",Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/olmec-white-chocolate-2kg/58951758,https://metro-b2c.s3.amazonaws.com/Products/1739859002060.jpg,
Olmec Milky Chocolate 2Kg,"Rs. 2,875",Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/olmec-milky-chocolate-2kg/58868430,https://metro-b2c.s3.amazonaws.com/Products/1739858947102.jpg,
Olmec Dark Chocolate 2Kg,"Rs. 2,800",Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/olmec-dark-chocolate-2kg/58451868,https://metro-b2c.s3.amazonaws.com/Products/1739858857743.jpg,
Bake Time Plain Cake Box,Rs. 205,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/bake-time-plain-cake-box/12625683,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12625683-0-M.jpg,10% OFF
You Milk Chocolate Rs.30,Rs. 29,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/you-milk-chocolate-rs.30/12641020,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12641020-0-M.jpg,Market Say Sasta
Perk Cadbury Chocolate Box 24 x 18.2GM,Rs. 699,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/perk-cadbury-chocolate-box-24-x-18.2gm/12636485,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12636485-0-M.jpg,Market Say Sasta
Bake Time Chocolate Cake Slice,Rs. 239,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/bake-time-chocolate-cake-slice/12633546,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12633546-0-M.jpg,6% OFF
Sonnet Chocolate 12 Pieces,Rs. 235,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/sonnet-chocolate-12-pieces/29988270,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1724330049569.jpg,4% OFF
Now Chocolate Rs 20 (12 Pieces),Rs. 235,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/now-chocolate-rs-20-(12-pieces)/29796686,https://metro-b2c.s3.amazonaws.com/Products/1724329937604.jpg,4% OFF
Chocolate Oreos Minis Bag,Rs. 995,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/chocolate-oreos-minis-bag-/12631642,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12631642-0-M.jpg,Best Price
Cadbury Oreo 38g,Rs. 245,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/cadbury-oreo-38g/12636810,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1734937449635.jpg,Best Price
Opus Bar Caramel Filled Rs.10,Rs. 198,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/opus-bar-caramel-filled-rs.10/82044484,https://metro-b2c.s3.amazonaws.com/Products/1719482515833.jpg,7% OFF
Buttons Chocolate Box,Rs. 335,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/buttons-chocolate-box/94124724,https://metro-b2c.s3.amazonaws.com/Products/1711695579442.jpg,7% OFF - Anniversary Offer
Candyland Paradise Chocolate 12Pcs,Rs. 99,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/candyland-paradise-chocolate-12pcs/12640743,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640743-0-M.jpg,16% OFF
Dewdrop Chocolates 113GM x9,Rs. 649,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/dewdrop-chocolates-113gm-x9/12640979,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640979-0-M.jpg,
You Milk Chocolate,Rs. 99,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/you-milk-chocolate/94124730,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1711695491219.jpg,11% OFF
Snickers Chocolate 50GM,Rs. 299,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/snickers-chocolate-50gm/12629666,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12629666-0-M.jpg,12% OFF - 11.11 Offer
You Milk Chocolate Rs.30 (1x18),Rs. 470,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/you-milk-chocolate-rs.30-(1x18)/48155114,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1705048290347.jpg,10% OFF
Cadbury Dairy Milk Bubbly 20GM (Box),"Rs. 2,760",Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/cadbury-dairy-milk-bubbly-20gm-(box)/12621346,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12621346-0-M.jpg,
Dewdrop Chocolate Cl08g 100GM x8,Rs. 779,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/dewdrop-chocolate-cl08g-100gm-x8/12640986,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640986-0-M.jpg,
Dairy Milk Roast Almond 38GM X24,"Rs. 5,400",Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/dairy-milk-roast-almond-38gm-x24/12633188,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12633188-0-M.jpg,
Cadbury Chocolate Gift Box,"Rs. 1,240",Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/cadbury-chocolate-gift-box/12641251,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12641251-0-M.jpg,
Cadbury Dairy Milk Chocolate Box 38 GM x24,"Rs. 3,480",Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/cadbury-dairy-milk-chocolate-box-38-gm-x24/12629387,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12629387-0-M.jpg,
Now Chocolate Rs 10 12 Pieces,Rs. 99,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/now-chocolate-rs-10-12-pieces/13122996,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1712213290249.jpg,7% OFF
Dewdrop Chocolates D08G 100GM x8,Rs. 629,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/dewdrop-chocolates-d08g-100gm-x8/12640987,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640987-0-M.jpg,
You Milk Chocolate Box,"Rs. 1,536",Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/you-milk-chocolate-box/94124732,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1711695447646.jpg,15% OFF
Candyland Super Sonnet Chocolate 12Pcs,Rs. 118,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/candyland-super-sonnet-chocolate-12pcs/12640732,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640732-0-M.jpg,16% OFF
Dewdrop Chocolate 63GM x5,Rs. 379,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/dewdrop-chocolate-63gm-x5/12640985,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640985-0-M.jpg,
Cadbury Dairy Milk Chocolate 8gm,Rs. 30,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/cadbury-dairy-milk-chocolate-8gm/40633868,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/294310.jpeg,
Moro Chocolate 12g,Rs. 19,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/moro-chocolate-12g/40633873,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/318300.jpeg,
Perk Chocolate 11g,Rs. 19,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/perk-chocolate-11g/40633877,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/325626.jpeg,
Perk Chocolate 5.5g 36Pcs,Rs. 358,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/perk-chocolate-5.5g-36pcs/40633879,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/325627.jpeg,
Peek Freans Cake Up Strawberry,Rs. 240,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/peek-freans-cake-up-strawberry-/40633981,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1763977091698.jpg,
Peek Freans Cake Up Chocolate,Rs. 240,Snacks,Cakes and Chocolates,,https://www.metro-online.pk/detail/grocery/snacks/cakes-and-chocolates/peek-freans-cake-up-chocolate/40633985,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/335638.jpeg,
Fine Life Orange Candy,Rs. 119,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/fine-life-orange-candy/80578909,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1745480735688.jpg,
Giggly Eclairs Toffee x50,Rs. 98,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/giggly-eclairs-toffee-x50/12635516,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12635516-0-M.jpg,11% OFF
Fine Life Cola Candy,Rs. 119,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/fine-life-cola-candy/80337004,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1745480523408.jpg,
Hilal Hajmola Candy 25 PCS,Rs. 88,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/hilal-hajmola-candy-25-pcs/12628966,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628966-0-M.jpg,4% OFF
Hilal Aamrus Jumbo Candy 70 PCS,Rs. 174,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/hilal-aamrus-jumbo-candy-70-pcs/12628969,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628969-0-M.jpg,Best Price
Giggly Eclairs Toffee x60,Rs. 148,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/giggly-eclairs-toffee-x60/12640720,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640720-0-M.jpg,13% OFF
American Kuisine Choctella Egg Boy 20 GM,Rs. 220,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/american-kuisine-choctella-egg-boy-20-gm/12638974,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12638974-0-M.jpg,6% OFF
TRACK B  B POUCH (RED) 45G,Rs. 225,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/track-b--b-pouch-(red)-45g/12638170,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640758-0-M.jpg,
Dingdong (Big Bubble) 50 pcs,Rs. 205,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/dingdong-(big-bubble)-50-pcs/35434945,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1756724553478.jpg,Best Price
Milkees Creamy 50 Pcs,Rs. 248,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/biscuits-and-wafers/biscuits-and-cookies/milkees-creamy-50-pcs/18224894,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1752150882107.jpg,
Butter Scotch Candy 25 Pcs,Rs. 123,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/butter-scotch-candy-25-pcs/12640070,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640070-0-M.jpg,7% OFF
Hilal Fresh Up Spearmint 36PCS,Rs. 105,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/hilal-fresh-up-spearmint-36pcs/12633542,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12633542-0-M.jpg,Best Price
HILAL HAJMOLA CANDY BOX,Rs. 174,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/hilal-hajmola-candy-box/12632959,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12632959-0-M.jpg,
Yums Fruity Rs.20 (12 Pcs),Rs. 238,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/yums-fruity-rs.20-(12-pcs)/29433474,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1724329526702.jpg,4% OFF
Super Cola Rs 2 (70 Pieces) Box,Rs. 173,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/super-cola-rs-2-(70-pieces)-box/59549603,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1731059639155.jpg,13% OFF - 11.11 Offer
Hilal Choran Chatni Candy 70 PCS,Rs. 174,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/hilal-choran-chatni-candy-70-pcs/12628965,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628965-0-M.jpg,6% OFF
Fanty Candies 35 PC Bag,Rs. 86,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/fanty-candies-35-pc-bag/37260312,https://metro-b2c.s3.amazonaws.com/Products/1700137386254.jpg,21% OFF
American Kuisine Choctella Egg Girl 20 GM,Rs. 200,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/american-kuisine-choctella-egg-girl-20-gm/12640759,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640759-0-M.jpg,6% OFF
Butter Scotch Candy 50 Pcs,Rs. 248,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/butter-scotch-candy-50-pcs/12640069,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640069-0-M.jpg,Market Say Sasta
Bubble Pop Gum Rs 5 (50 Pieces),Rs. 248,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/bubble-pop-gum-rs-5-(50-pieces)/60688207,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1731060821625.jpg,10% OFF - 11.11 Offer
Freshup Spearmint Stick X12,Rs. 359,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/freshup-spearmint-stick-x12/12633543,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12633543-0-M.jpg,Best Price
Yums Candy Box 18X18,Rs. 199,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/yums-candy-box-18x18/12636287,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12636287-0-M.jpg,Best Price
Yums Sour Candy X18,Rs. 199,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/yums-sour-candy-x18/12640742,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640742-0-M.jpg,13% OFF
Fanty Rs 2.5(70 Pc) Box,Rs. 173,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/fanty-rs-2.5(70-pc)-box/82522717,https://metro-b2c.s3.amazonaws.com/Products/1719482710661.jpg,4% OFF
Paradise Chocolate 12X12,Rs. 235,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/paradise-chocolate-12x12/12640072,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640072-0-M.jpg,19% OFF
Yums Sour Rs 20 (12 Pieces),Rs. 238,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/yums-sour-rs-20-(12-pieces)/29534421,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1724329657198.jpg,4% OFF
Dairy Milk Bubbly 40GM X24,"Rs. 5,400",Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/dairy-milk-bubbly-40gm-x24/12633186,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12633186-0-M.jpg,
Hilal Ding Dong Chewing Gum 36 Pcs,Rs. 89,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/hilal-ding-dong-chewing-gum-36-pcs/12628960,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628960-0-M.jpg,
Dairy Milk Bubbly 87GM X24,"Rs. 11,760",Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/dairy-milk-bubbly-87gm-x24/12633187,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12633187-0-M.jpg,
Soft Mint 132G 60 Pcs,Rs. 149,Snacks,Sweets and Toffees,,https://www.metro-online.pk/detail/grocery/snacks/sweets-and-toffees/soft-mint-132g-60-pcs/3971555,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1711695185302.jpg,Best Price
Jelibon Jelly Bag 30 PCS,Rs. 148,Snacks,Jellies and Marshmallows,,https://www.metro-online.pk/detail/grocery/snacks/jellies-and-marshmallows/jelibon-jelly-bag-30-pcs/94124744,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1711695265718.jpg,9% OFF
Fresh Up Strawberry Big Bite,Rs. 105,Snacks,Jellies and Marshmallows,,https://www.metro-online.pk/detail/grocery/snacks/jellies-and-marshmallows/fresh-up-strawberry-big-bite/12625766,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12625766-0-M.jpg,8% OFF
Candyland Chilli Milli Jelly Box,Rs. 199,Snacks,Jellies and Marshmallows,,https://www.metro-online.pk/detail/grocery/snacks/jellies-and-marshmallows/candyland-chilli-milli-jelly-box/12635163,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12635163-0-M.jpg,10% OFF
Candyland ABC Jelly Pack,Rs. 199,Snacks,Jellies and Marshmallows,,https://www.metro-online.pk/detail/grocery/snacks/jellies-and-marshmallows/candyland-abc-jelly-pack/12640680,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640680-0-M.jpg,Best Price
Funny Bunny Jumbo Lollipop 100 Pcs,Rs. 839,Snacks,Jellies and Marshmallows,,https://www.metro-online.pk/detail/grocery/snacks/jellies-and-marshmallows/funny-bunny-jumbo-lollipop-100-pcs/20656205,https://metro-b2c.s3.amazonaws.com/Products/1713522003999.jpg,14% OFF
Abc Jelly Rs 20 (18 Pcs),Rs. 355,Snacks,Jellies and Marshmallows,,https://www.metro-online.pk/detail/grocery/snacks/jellies-and-marshmallows/abc-jelly-rs-20-(18-pcs)/29685835,https://metro-b2c.s3.amazonaws.com/Products/1724329781567.jpg,17% OFF - Anniversary Offer
Butterfly Sanitary Pads XXL Trio Ultra Big Saver Pack,Rs. 739,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-sanitary-pads-xxl-trio-ultra-big-saver-pack/12641179,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12641179-0-M.jpg,Best Price
Veet Silk  Fresh Hair Removal Cream For Dry Skin 200gm,"Rs. 1,884",Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/veet-silk--fresh-hair-removal-cream-for-dry-skin-200gm/12626727,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12626727-0-M.jpg,11% OFF
Treet Femina Facial Razor,Rs. 99,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/treet-femina-facial-razor/12642973,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1727246269625.jpg,17% OFF
Butterfly Ultra Thin Economy Sanitary Pads Extra Large,Rs. 195,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-ultra-thin-economy-sanitary-pads-extra-large/12639862,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639862-0-M.jpg,5% OFF
Butterfly Maxi Thick Dry Mesh Sanitary Pads Value Pack Large,Rs. 549,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-maxi-thick-dry-mesh-sanitary-pads-value-pack-large/12639855,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639855-0-M.jpg,Market Say Sasta
Treet Femina Pink Pouch,Rs. 175,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/treet-femina-pink-pouch/12642974,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12642974-0-M.jpg,17% OFF
Butterfly Maxi Thick Cottony Sanitary Pads Extra Large,Rs. 285,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-maxi-thick-cottony-sanitary-pads-extra-large/12639852,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639852-0-M.jpg,Market Say Sasta
Butterfly Maxi Thick Cottony Sanitary Pads Large,Rs. 285,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-maxi-thick-cottony-sanitary-pads-large/12639851,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639851-0-M.jpg,Best Price
Butterfly Ultra Thin Cottony Sanitary Pads Extra Long 10Pcs,Rs. 383,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-ultra-thin-cottony-sanitary-pads-extra-long-10pcs/12639858,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639858-0-M.jpg,Best Price
Butterfly Maxi Thick Dry Mesh Sanitary Pads Large,Rs. 295,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-maxi-thick-dry-mesh-sanitary-pads-large/12639853,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639853-0-M.jpg,Best Price
Butterfly Ultra Thin Cottony Sanitary Pads Large,Rs. 343,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-ultra-thin-cottony-sanitary-pads-large/12639857,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639857-0-M.jpg,Best Price
Veet Cream For Normal Skin 50 ML,Rs. 491,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/veet-cream-for-normal-skin-50-ml/12621118,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12621118-0-M.jpg,6% OFF - Ramzan Special
Always Sanitary Pads Thick Extra Long,Rs. 385,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/always-sanitary-pads-thick-extra-long-/12620751,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12620751-0-M.jpg,Market Say Sasta
Veet HR/RMV Cream Dry-S 25 ML,Rs. 219,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/veet-hr/rmv-cream-dry-s-25-ml/12625801,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12625801-0-M.jpg,
Butterfly Panty Liners,Rs. 392,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-panty-liners/12639861,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639861-0-M.jpg,5% OFF
Veet Hair Cream Sensitive Skin 25G,Rs. 248,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/-veet-hair-cream-sensitive-skin-25g-/12632544,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12632544-0-M.jpg,4% OFF
Veet Cream For Sensitive Skin 50 ML,Rs. 491,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/veet-cream-for-sensitive-skin-50-ml/12621563,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12621563-0-M.jpg,5% OFF
Anne French Lotion 40g,Rs. 119,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/anne-french-lotion-40g/12639632,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639632-0-M.jpg,
Veet Silk  Fresh Hair Removal Lotion For Dry Skin 40GM,Rs. 248,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/veet-silk--fresh-hair-removal-lotion-for-dry-skin-40gm/12626744,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12626744-0-M.jpg,7% OFF
Butterfly Maxi Thick Dry Mesh Sanitary Pads Extra Large,Rs. 549,Toiletries,Women Care,,https://www.metro-online.pk/detail/health-and-beauty/toiletries/women-care/butterfly-maxi-thick-dry-mesh-sanitary-pads-extra-large/12639854,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12639854-0-M.jpg,Best Price
